Work Order Operation Nr,Work Order ID,Work Order id (auto),Status,Operation id,Operation key,Operation Description,Duration,Duration unit,Predescesor Operation key,Required Skill,Required skill description,Order basic start date,Order basic end date,Operation scheduled start,Operation scheduled end,Confirmed work,Confirmed work unit,Asset Work center,Assigned technician(s),Technician First Name (from Assigned technician(s))
512,60,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
513,60,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
514,60,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
515,60,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
516,60,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
566,61,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
567,61,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
568,61,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
569,61,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
570,61,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
631,62,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
632,62,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
633,62,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
634,62,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
635,62,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
626,63,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
627,63,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
628,63,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
629,63,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
630,63,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
639,64,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
640,64,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
641,64,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
642,64,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
643,64,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
621,65,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
622,65,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
623,65,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
624,65,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
625,65,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
616,66,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
617,66,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
618,66,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
619,66,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
620,66,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
611,67,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
612,67,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
613,67,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
614,67,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
615,67,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
606,68,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
607,68,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
608,68,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
609,68,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
610,68,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
601,69,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
602,69,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
603,69,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
604,69,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
605,69,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
596,70,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
597,70,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
598,70,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
599,70,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
600,70,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
644,71,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
645,71,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
646,71,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
647,71,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
648,71,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
591,72,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
592,72,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
593,72,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
594,72,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
595,72,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
586,73,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
587,73,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
588,73,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
589,73,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
590,73,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
581,74,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
582,74,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
583,74,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
584,74,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
585,74,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
649,75,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
650,75,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
651,75,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
652,75,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
653,75,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
654,76,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
655,76,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
656,76,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
657,76,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
658,76,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
659,77,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
660,77,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
661,77,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
662,77,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
663,77,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
664,77,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
665,77,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
666,78,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
667,78,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
668,78,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
669,78,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
670,78,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
671,78,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
672,78,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
673,79,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
674,79,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
675,79,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
676,79,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
677,79,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
678,79,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
679,79,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
680,80,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
681,80,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
682,80,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
683,80,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
684,80,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
685,80,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
686,80,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
